va,vb,exp,sim,sign_error,exp_error,man_error
577e,5ea7,7a3b,7a3a,False,0,1
305e,17e2,0c4e,0c4d,False,0,1
8546,d9a8,2375,2374,False,0,1
a16f,b09c,1643,1642,False,0,1
56f6,aace,c5ec,c5eb,False,0,1
22e5,917c,8097,8000,False,0,151
c56b,d4ca,5e7d,5e7c,False,0,1
5b88,4515,64c9,64c8,False,0,1
175c,dd60,b8f2,b8f1,False,0,1
8aac,4324,91f5,91f4,False,0,1
8226,6c80,b0d6,b2ea,False,0,-532
8143,600f,a11f,a556,False,-1,-55
9e54,0237,8004,8000,False,0,4
6bc8,21b8,5190,518f,False,0,1
1771,8554,8002,8000,False,0,2
2c89,f3c5,e468,e467,False,0,1
e66a,cdb7,7895,7894,False,0,1
6d9b,4788,7947,7946,False,0,1
ee0e,0f81,c1ae,c1ad,False,0,1
19ab,93b7,802c,8000,False,0,44
0820,8f2e,8001,8000,False,0,1
35d7,08dd,038d,0319,False,0,116
4920,a026,ad51,ad50,False,0,1
ace2,c1b1,32f3,32f2,False,0,1
bc88,6458,e4ec,e4eb,False,0,1
62dc,ac71,d39e,d39d,False,0,1
4952,b97a,c749,c748,False,0,1
4898,103a,1cdb,1cda,False,0,1
a0b4,355b,9a4c,9a4b,False,0,1
a758,cff9,3b52,3b51,False,0,1
aa82,fb51,69f4,69f3,False,0,1
04b7,925f,8001,8000,False,0,1
8b94,bab0,0a56,0a55,False,0,1
9806,a188,0164,0000,False,0,356
daf4,211d,c072,c071,False,0,1
61bb,5b79,7c00,015a,False,31,-346
0e62,328d,053a,0539,False,0,1
bf02,0360,85ea,8675,False,0,-139
e25f,9b2e,41b8,41b7,False,0,1
94f0,594b,b289,b288,False,0,1
9704,1e7f,80b6,8000,False,0,182
9bc0,cfe4,2fa5,2fa4,False,0,1
8d5a,8fd4,0003,0000,False,0,3
dfe9,894a,2d3b,2d3a,False,0,1
94d0,d549,2e5c,2e5b,False,0,1
db60,c2dc,6253,6252,False,0,1
ed44,0ab9,bc6d,bc6c,False,0,1
a617,dde0,4879,4878,False,0,1
8694,10bd,8001,8000,False,0,1
ba81,3c66,bb27,bb26,False,0,1
683e,c336,efa6,efa5,False,0,1
101c,b4ac,88cd,88cc,False,0,1
04cc,b067,80a9,8000,False,0,169
c99a,6a32,f857,f856,False,0,1
b37e,896f,028b,0000,False,0,651
476f,1d4f,28ef,28ee,False,0,1
4eea,3bea,4ed7,4ed6,False,0,1
077f,b2be,8194,8000,False,0,404
438f,ec76,f437,f436,False,0,1
ca7c,9fb8,2e42,2e41,False,0,1
8d20,0d33,8002,8000,False,0,2
26a4,ae9f,997f,997e,False,0,1
380e,39e0,35f5,35f4,False,0,1
9b43,a1c8,02a0,0000,False,0,672
c720,e739,726f,726e,False,0,1
e6cc,3bc0,e696,e695,False,0,1
d7d5,d16b,6d4e,6d4d,False,0,1
b128,6fac,e4f2,e4f1,False,0,1
c3f2,5dba,e5b0,e5af,False,0,1
b8d9,24a0,a19b,a19a,False,0,1
6676,26d8,5187,5186,False,0,1
88ba,9f60,0011,0000,False,0,17
1f9f,f222,d5d8,d5d7,False,0,1
9284,9db6,004a,0000,False,0,74
8fe5,795f,cd4d,cd4c,False,0,1
a038,091a,8016,8000,False,0,22
c5c8,0b53,954b,954a,False,0,1
e205,2142,c7ea,c7e9,False,0,1
950e,09c8,8004,8000,False,0,4
e2f8,b8ec,604a,6049,False,0,1
e4a5,4494,ed51,ed50,False,0,1
381e,3ee4,3b18,3b17,False,0,1
4b5a,f0ba,fc00,8057,False,31,-87
8938,77be,c50d,c50c,False,0,1
6251,b48d,db30,db2f,False,0,1
33c9,4357,3b25,3b24,False,0,1
3116,0712,0120,0000,False,0,288
f648,07b7,c20f,c20e,False,0,1
9a2c,065c,8005,8000,False,0,5
99df,f839,5633,5632,False,0,1
d923,9759,34b8,34b7,False,0,1
23f4,976b,81d8,8000,False,0,472
7a18,b0ca,ef4c,ef4b,False,0,1
7ac7,bf4d,fc00,fe2f,False,0,-559
fa19,4062,fc00,feae,False,0,-686
d3e0,da1c,7204,7203,False,0,1
1abc,2f10,0df2,0df1,False,0,1
e764,b0ab,5c50,5c4f,False,0,1
b680,bdab,389b,389a,False,0,1
73a8,257c,5d40,5d3f,False,0,1
c628,5f7b,e9c2,e9c1,False,0,1
1a41,9688,8052,8000,False,0,82
0aee,5c1e,2b22,2b21,False,0,1
a2af,9126,008a,0000,False,0,138
785b,beb8,fb51,fb50,False,0,1
aaa3,e289,516c,516b,False,0,1
a4ff,6b74,d4a8,d4a7,False,0,1
ba94,9c30,1ae3,1ae2,False,0,1
902c,640d,b83a,b839,False,0,1
92f3,949b,0010,0000,False,0,16
b6e6,7388,ee7f,ee7e,False,0,1
2114,4e58,3407,3406,False,0,1
95e4,110a,800f,8000,False,0,15
8376,f3d8,3ac9,3b50,False,0,-135
92d8,0768,8002,8000,False,0,2
c5a0,c076,4a46,4a45,False,0,1
2ac3,6210,5120,511f,False,0,1
7548,baac,f468,f467,False,0,1
fbff,c2e9,7c00,02e8,False,31,-744
c1fa,e246,68b0,68af,False,0,1
8288,9f06,0004,0000,False,0,4
6593,25e0,5018,5017,False,0,1
2596,8a13,8044,8000,False,0,68
edf0,4d31,fc00,ffb4,False,0,-948
c434,bcb0,44ed,44ec,False,0,1
9b69,b891,183b,183a,False,0,1
219a,5fb8,4568,4567,False,0,1
8200,b615,00c3,0000,False,0,195
7290,81f5,b66c,b8e2,False,-1,394
e2f4,9107,385f,385e,False,0,1
8982,2adc,8097,8000,False,0,151
1378,e8d8,c086,c085,False,0,1
c321,ad64,34ce,34cd,False,0,1
9801,e270,3e72,3e71,False,0,1
4247,8a2d,90d9,90d8,False,0,1
8def,2d8e,820f,8000,False,0,527
db4f,d012,6f70,6f6f,False,0,1
4c79,9c75,acfc,acfb,False,0,1
9dcc,99ec,0113,0000,False,0,275
3753,dc99,d836,d835,False,0,1
770e,994e,d4ae,d4ad,False,0,1
3f41,7141,74c4,74c3,False,0,1
0d66,b4b6,865c,865b,False,0,1
052e,b0e3,80ca,8000,False,0,202
cbba,9462,243c,243b,False,0,1
149d,9595,801a,8000,False,0,26
89bd,2116,801d,8000,False,0,29
1727,f204,cd61,cd60,False,0,1
9342,0704,8002,8000,False,0,2
4cc0,03c0,1474,149a,False,0,-38
0cd9,0950,0001,0000,False,0,1
700a,29f4,5e03,5e02,False,0,1
3c14,1f1d,1f41,1f40,False,0,1
1604,980b,8031,8000,False,0,49
d470,b8e1,516a,5169,False,0,1
5206,649a,7aee,7aed,False,0,1
0c60,dbfa,ac5d,ac5c,False,0,1
d075,593a,edd3,edd2,False,0,1
bb56,8e3a,0db6,0db5,False,0,1
b6da,2e0c,a92e,a92d,False,0,1
bcef,be7e,4001,4000,False,0,1
0650,a1c9,8012,8000,False,0,18
0f91,183b,0010,0000,False,0,16
36f2,9b64,966b,966a,False,0,1
3538,9a63,942b,942a,False,0,1
c316,4720,ce50,ce4f,False,0,1
e29b,c66b,6d4d,6d4c,False,0,1
e192,ac20,51bf,51be,False,0,1
815c,605e,a1f0,a5d9,False,-1,23
b413,be40,365e,365d,False,0,1
1c85,6862,48f4,48f3,False,0,1
b452,4684,bf0a,bf09,False,0,1
579a,8857,a420,a41f,False,0,1
0e86,0d7e,0002,0000,False,0,2
5f1b,d940,fc00,fca9,False,0,-169
f962,c1c6,7c00,7fc4,False,0,-964
c050,e7bd,6c2c,6c2b,False,0,1
2100,1a2c,01ee,0000,False,0,494
02bc,9f94,8005,8000,False,0,5
241b,1fae,07e2,07e1,False,0,1
f3e6,b238,6a24,6a23,False,0,1
518a,c110,d703,d702,False,0,1
4d49,0549,16fc,16fb,False,0,1
8689,3258,814c,8000,False,0,332
9295,dbb9,325b,325a,False,0,1
0356,9319,8001,8000,False,0,1
e682,92c6,3d83,3d82,False,0,1
e8ba,9c9f,4976,4975,False,0,1
8a36,c070,0ee4,0ee3,False,0,1
ce7e,b989,4c7e,4c7d,False,0,1
892d,31b8,81da,8000,False,0,474
9d98,5446,b5fa,b5f9,False,0,1
a173,8f32,004e,0000,False,0,78
acbb,8b55,0115,0000,False,0,277
b17a,d08a,4637,4636,False,0,1
606c,2b64,5016,5015,False,0,1
3256,34e2,2bbc,2bbb,False,0,1
68d9,a3c4,d0b5,d0b4,False,0,1
8d3c,9eb8,0023,0000,False,0,35
22a2,b5ee,9ceb,9cea,False,0,1
d71f,94c4,303e,303d,False,0,1
eb7b,2f1e,dea8,dea7,False,0,1
076d,5f88,2afe,2afd,False,0,1
9b94,b241,11ed,11ec,False,0,1
a292,f34e,5a00,59ff,False,0,1
1fd4,d31f,b6f8,b6f7,False,0,1
8dc6,dd5d,2fbe,2fbd,False,0,1
a140,45c2,ab8f,ab8e,False,0,1
909b,4020,94c0,94bf,False,0,1
99e0,8130,0001,0000,False,0,1
18fc,e09e,bdc1,bdc0,False,0,1
ef99,35e8,e99c,e99b,False,0,1
a7c2,d46e,404c,404b,False,0,1
da63,aa75,4928,4927,False,0,1
d6c0,cad0,65c0,65bf,False,0,1
c91d,99e0,2783,2782,False,0,1
a5f6,87f4,002f,0000,False,0,47
bec4,57ce,da9a,da99,False,0,1
3a22,726b,70ec,70eb,False,0,1
5c37,4ee5,6f44,6f43,False,0,1
27a9,cbee,b798,b797,False,0,1
0532,c8a0,9202,9201,False,0,1
147d,91c0,800d,8000,False,0,13
351e,e452,dd87,dd86,False,0,1
55d0,e720,fc00,812d,False,31,-301
2819,06de,0038,0000,False,0,56
eef9,cf1c,7c00,0232,False,31,-562
c8ca,a32d,304c,304b,False,0,1
450a,6e58,77fe,77fd,False,0,1
a866,cd72,39fd,39fc,False,0,1
c096,ca56,4f44,4f43,False,0,1
e911,8c70,399f,399e,False,0,1
d548,59ec,f3d2,f3d1,False,0,1
b630,2b50,a5a8,a5a7,False,0,1
365d,f683,f12e,f12d,False,0,1
8980,bcdd,0ab0,0aaf,False,0,1
a8e6,cd0e,3a31,3a30,False,0,1
2731,8cb0,8087,8000,False,0,135
bd78,3c82,be2a,be29,False,0,1
b2d2,2d93,a4c1,a4c0,False,0,1
14b1,98c0,802d,8000,False,0,45
926e,9f89,0061,0000,False,0,97
2ea2,6815,5ac5,5ac4,False,0,1
626b,95d0,bcaa,bca9,False,0,1
a3de,e0bb,48a7,48a6,False,0,1
2b1a,0d7e,0138,0000,False,0,312
2b67,c0a0,b048,b047,False,0,1
6cf7,0288,3249,340d,False,-1,572
2b7d,0a60,00bf,0000,False,0,191
4f34,5e22,7186,7185,False,0,1
cc8c,3cd8,cd82,cd81,False,0,1
3d8c,0242,0322,0456,False,-1,716
90a8,2a68,81dd,8000,False,0,477
30d3,3ae4,3028,3027,False,0,1
1ebf,294a,0c76,0c75,False,0,1
f37a,8202,3781,399d,False,-1,484
cae7,b7f3,46dc,46db,False,0,1
a19a,e54c,4b6b,4b6a,False,0,1
e0c7,abdc,50b2,50b1,False,0,1
8a30,0eec,8001,8000,False,0,1
1a30,89dc,8009,8000,False,0,9
482d,6565,71a2,71a1,False,0,1
5ab1,8828,a6f4,a6f3,False,0,1
2e95,ce11,c0fe,c0fd,False,0,1
1851,9d30,80b3,8000,False,0,179
56fa,22e0,3dff,3dfe,False,0,1
3088,8f7b,843d,843c,False,0,1
0928,15ac,0004,0000,False,0,4
4f72,afa0,c319,c318,False,0,1
cb5a,a070,3014,3013,False,0,1
bece,ec04,6ed5,6ed4,False,0,1
6d35,06b1,385b,385a,False,0,1
40df,ad6f,b29e,b29d,False,0,1
83da,9131,0001,0000,False,0,1
872b,17d0,8003,8000,False,0,3
0e77,9700,800b,8000,False,0,11
12a0,e735,bdf8,bdf7,False,0,1
58cb,db00,f832,f831,False,0,1
8792,ae48,00be,0000,False,0,190
98ee,fa99,5811,5810,False,0,1
c007,4f61,d36e,d36d,False,0,1
9b0e,ec2f,4b61,4b60,False,0,1
4657,aa8a,b52f,b52e,False,0,1
5c92,3f79,6045,6044,False,0,1
6f9f,25d0,598a,5989,False,0,1
3340,c0f0,b87a,b879,False,0,1
306d,96ab,8b61,8b60,False,0,1
2dc8,4fdd,41af,41ae,False,0,1
a9ba,9510,03a0,033f,False,0,97
3051,0e65,0373,02e6,False,0,141
48e8,bb68,c88b,c88a,False,0,1
ec64,4707,f7b7,f7b6,False,0,1
2a00,4761,3589,3588,False,0,1
dbe3,df92,7c00,7f76,False,0,-886
f06d,a24d,56f9,56f8,False,0,1
d9c9,8100,19c9,1f3b,False,-1,-370
0230,60f9,2570,27b1,False,0,-577
811a,ec19,2c84,3139,False,-1,-181
c2c7,bcb8,43ff,43fe,False,0,1
4e08,1ec0,3117,3116,False,0,1
83ee,c41e,0c0b,0c14,False,0,-9
34e5,ce70,c7e1,c7e0,False,0,1
cad8,6f13,fc00,fe0d,False,0,-525
3aaa,e81b,e6d7,e6d6,False,0,1
9796,ed89,4940,493f,False,0,1
0324,16a4,0001,0000,False,0,1
cf02,c903,5c64,5c63,False,0,1
2bfe,d072,c071,c070,False,0,1
ae0e,658c,d833,d832,False,0,1
bfc4,f609,79dc,79db,False,0,1
08aa,280f,004c,0000,False,0,76
5ce0,37bc,58b7,58b6,False,0,1
af09,0749,80cd,8000,False,0,205
0036,5c0d,12d6,2043,False,-4,659
cbec,65ab,f59d,f59c,False,0,1
a5fb,1cb7,870d,870c,False,0,1
7641,4263,7c00,7cfe,False,0,-254
0f61,532b,269d,269c,False,0,1
d2d8,958c,2cbf,2cbe,False,0,1
4fe8,2965,3d55,3d54,False,0,1
bf57,d413,577a,5779,False,0,1
1059,8db3,8003,8000,False,0,3
4819,4320,4f4d,4f4c,False,0,1
5e63,9e3a,c0f9,c0f8,False,0,1
1e6e,3151,1446,1445,False,0,1
9597,e466,3e26,3e25,False,0,1
168c,07e6,0003,0000,False,0,3
cd66,ec47,7c00,7dc5,False,0,-453
24a0,f381,dc57,dc56,False,0,1
b9e6,8434,0319,0232,False,0,231
5489,e0c8,f96c,f96b,False,0,1
262d,7241,5cd4,5cd3,False,0,1
9c3c,74a5,d4eb,d4ea,False,0,1
c98d,1afc,a8d9,a8d8,False,0,1
ce42,29b0,bc73,bc72,False,0,1
5d26,0654,2813,2812,False,0,1
e6bc,0eda,b9c5,b9c4,False,0,1
9922,09e1,8008,8000,False,0,8
8c1d,095e,8001,8000,False,0,1
d56a,905c,29e7,29e6,False,0,1
b0d4,332d,a855,a854,False,0,1
bef7,d380,5688,5687,False,0,1
eb52,486e,f80e,f80d,False,0,1
61b4,9e0c,c450,c44f,False,0,1
25ca,a11b,8b64,8b63,False,0,1
3c26,9018,903f,903e,False,0,1
7091,47c9,7c00,7c71,False,0,-113
a86d,e4d6,515a,5159,False,0,1
9770,4593,a12f,a12e,False,0,1
23b2,1ac0,033f,0000,False,0,831
a3d8,9d39,051f,051e,False,0,1
b51c,2a9e,a43a,a439,False,0,1
4b26,0150,0cb1,10bf,False,-1,-14
f27a,82ae,3857,3968,False,0,-273
ee9e,0c3d,bf03,bf02,False,0,1
9c82,4941,a9ec,a9eb,False,0,1
2a1c,f524,e3da,e3d9,False,0,1
2f4e,b084,a420,a41f,False,0,1
3c3e,d712,d780,d77f,False,0,1
04cd,32f1,010b,0000,False,0,267
f67b,3f19,f9c0,f9bf,False,0,1
66ed,a86a,d3a5,d3a4,False,0,1
d1ff,9322,2959,2958,False,0,1
9e5b,0a76,8015,8000,False,0,21
f87e,2f4a,ec18,ec17,False,0,1
854f,5316,9cb4,9cb3,False,0,1
1598,8686,8002,8000,False,0,2
318a,4cc0,4294,4293,False,0,1
afb3,e430,5808,5807,False,0,1
f25d,8c1c,428a,4289,False,0,1
a3b8,a695,0e5a,0e59,False,0,1
b992,b86f,362d,362c,False,0,1
5f3f,cfe2,f324,f323,False,0,1
9670,4210,9ce1,9ce0,False,0,1
4888,0a3c,1710,170f,False,0,1
590a,b530,d289,d288,False,0,1
9cb7,9b42,0112,0000,False,0,274
9480,4275,9b44,9b43,False,0,1
4e4f,eca8,fc00,ff57,False,0,-855
6ad9,d02b,fc00,ff22,False,0,-802
b667,4c58,c6f4,c6f3,False,0,1
0b00,38e2,0846,0845,False,0,1
cbac,6cdc,fc00,fca8,False,0,-168
0a62,babb,895f,895e,False,0,1
2069,369d,1b4b,1b4a,False,0,1
5a38,4f44,6da6,6da5,False,0,1
0f11,900e,8004,8000,False,0,4
9988,934a,0028,0000,False,0,40
92a5,c108,182e,182d,False,0,1
c09c,94f2,19b3,19b2,False,0,1
23fc,5252,3a4f,3a4e,False,0,1
1c5b,49ee,2a75,2a74,False,0,1
0846,6e70,3ae1,3ae0,False,0,1
b134,3640,ac11,ac10,False,0,1
38ea,58dd,55fa,55f9,False,0,1
7b91,ad13,eccd,eccc,False,0,1
76a1,09c0,44c4,44c3,False,0,1
c9f3,5e3c,eca3,eca2,False,0,1
6d99,90cd,c2b8,c2b7,False,0,1
a660,73f2,de55,de54,False,0,1
89c3,5cd5,aaf6,aaf5,False,0,1
ca86,6b90,fa2b,fa2a,False,0,1
0aa4,124c,0003,0000,False,0,3
0c73,0a71,0001,0000,False,0,1
bfba,b59a,3969,3968,False,0,1
f436,2c1d,e455,e454,False,0,1
05d8,e529,af8a,af89,False,0,1
42e8,cf28,d62e,d62d,False,0,1
55d0,40de,5b13,5b12,False,0,1
8dfc,9b24,0015,0000,False,0,21
ab64,9a88,0a09,0a08,False,0,1
bc90,f4a9,7551,7550,False,0,1
def7,31c6,d507,d506,False,0,1
9054,a7ba,010c,0000,False,0,268
602a,054c,2984,2983,False,0,1
0620,2962,0042,0000,False,0,66
6db8,b192,e3f7,e3f6,False,0,1
4512,83d0,8cd5,8cf3,False,0,-30
4424,b24d,ba86,ba85,False,0,1
120a,b6a6,8d05,8d04,False,0,1
bf04,0e42,917d,917c,False,0,1
b8d1,7178,ee96,ee95,False,0,1
413f,497a,4f2f,4f2e,False,0,1
6a07,433a,7172,7171,False,0,1
e502,0ba9,b4cc,b4cb,False,0,1
9b4a,8435,0004,0000,False,0,4
34c1,0940,031f,023d,False,0,226
cf0e,3417,c737,c736,False,0,1
11f3,3a28,1094,1093,False,0,1
9fc6,9f80,03a5,0000,False,0,933
26b2,9bcb,8686,8685,False,0,1
1cb8,91e2,8038,8000,False,0,56
bf3c,5e8b,e1eb,e1ea,False,0,1
b96a,cca4,4a48,4a47,False,0,1
3980,3c12,3999,3998,False,0,1
3ec4,48a9,4be2,4be1,False,0,1
3c36,1dd9,1e28,1e27,False,0,1
c320,4e30,d583,d582,False,0,1
c887,2b2d,b810,b80f,False,0,1
4394,4cfe,54bb,54ba,False,0,1
942b,17da,8021,8000,False,0,33
9a67,0ed8,8016,8000,False,0,22
3698,b94b,b45d,b45c,False,0,1
f59c,23c2,dd71,dd70,False,0,1
9960,6c02,c963,c962,False,0,1
9cf7,1eaf,8213,8000,False,0,531
282d,7370,5fc4,5fc3,False,0,1
7435,2a04,6254,6253,False,0,1
9fe8,dfbe,43a7,43a6,False,0,1
cbdf,d5a8,6591,6590,False,0,1
5833,de59,faaa,faa9,False,0,1
400b,6049,6455,6454,False,0,1
05f5,d68c,a0e0,a0df,False,0,1
ac41,81c4,001e,0000,False,0,30
71c0,bc1d,f1ea,f1e9,False,0,1
9f90,5226,b5d0,b5cf,False,0,1
2c3e,2fcb,2022,2021,False,0,1
b2f7,9b97,129c,129b,False,0,1
c4f4,5bb4,e4c5,e4c4,False,0,1
a86e,1808,8477,8476,False,0,1
1670,a380,8182,8000,False,0,386
bfee,9091,1487,1486,False,0,1
178c,9d02,8097,8000,False,0,151
8f0b,d6e4,2a11,2a10,False,0,1
8809,3d47,8953,8952,False,0,1
07b0,ab19,806d,8000,False,0,109
0941,2e1b,0101,0000,False,0,257
1d0c,81d8,8002,8000,False,0,2
8b1a,7245,c191,c190,False,0,1
c8f7,80c0,0772,0de5,False,-2,397
21cc,0776,0016,0000,False,0,22
28d6,4404,30db,30da,False,0,1
66bf,b8f8,e431,e430,False,0,1
38a4,dd3e,da15,da14,False,0,1
eb7a,c6a2,7633,7632,False,0,1
5be2,59a8,7993,7992,False,0,1
f7e8,2317,df02,df01,False,0,1
e614,566a,fc00,80df,False,31,-223
c62a,924e,1cdc,1cdb,False,0,1
63b4,c548,ed16,ed15,False,0,1
a26a,bef1,2591,2590,False,0,1
5950,c854,e5c0,e5bf,False,0,1
260d,a7bf,91dc,91db,False,0,1
0123,ea44,ab1f,b005,False,-2,794
15a1,c340,9d1a,9d19,False,0,1
acee,3f81,b0a0,b09f,False,0,1
1e5e,abcc,8e35,8e34,False,0,1
f569,26a4,e07e,e07d,False,0,1
1558,8a0d,8004,8000,False,0,4
8dd0,783f,ca2c,ca2b,False,0,1
cbec,0ce2,9cd6,9cd5,False,0,1
b857,5d5e,d9d3,d9d2,False,0,1
aa20,e36c,51af,51ae,False,0,1
b2b0,6b51,e21e,e21d,False,0,1
8e84,eb5a,3dfd,3dfc,False,0,1
f8b6,21c1,dec7,dec6,False,0,1
b23c,eacc,614c,614b,False,0,1
20e2,9596,80da,8000,False,0,218
8436,3356,80f7,8000,False,0,247
23dd,148c,011e,0000,False,0,286
5e65,c908,ec06,ec05,False,0,1
e148,9dea,43cf,43ce,False,0,1
b217,0cc2,839f,833e,False,0,97
1f77,11c3,0056,0000,False,0,86
23dc,5d68,4550,454f,False,0,1
a950,3dd5,abbf,abbe,False,0,1
de83,8232,2326,250a,False,-1,540
78e1,aef4,ec3e,ec3d,False,0,1
adfe,c3ad,35c0,35bf,False,0,1
a96a,e4f0,52af,52ae,False,0,1
ce0d,2989,bc30,bc2f,False,0,1
2a21,4498,330a,3309,False,0,1
0ebc,0ebc,0003,0000,False,0,3
63dc,9042,b82f,b82e,False,0,1
2be9,840d,8040,8000,False,0,64
e4ee,4aca,f42f,f42e,False,0,1
b3b8,5941,d112,d111,False,0,1
ddd6,de90,7c00,00c9,False,31,-201
0bac,4fea,1f97,1f96,False,0,1
2140,8ed8,8048,8000,False,0,72
5782,4ead,6a44,6a43,False,0,1
4090,07a6,0c5d,0c5c,False,0,1
0723,4d40,18af,18ae,False,0,1
3560,a6b4,a081,a080,False,0,1
e54c,1d08,c6aa,c6a9,False,0,1
f746,1311,ce6d,ce6c,False,0,1
8f0e,2908,811c,8000,False,0,284
92ac,9f34,0060,0000,False,0,96
e52a,9086,39d7,39d6,False,0,1
82ea,add2,0044,0000,False,0,68
050b,1778,0002,0000,False,0,2
3152,12bc,087b,087a,False,0,1
cf5b,ccdc,6078,6077,False,0,1
a601,a043,0a66,0a65,False,0,1
c308,4e6d,d5a6,d5a5,False,0,1
acf1,5395,c4af,c4ae,False,0,1
4139,6f79,74e1,74e0,False,0,1
02ad,2fe7,0055,0000,False,0,85
a763,ed94,5927,5926,False,0,1
c580,ac44,35de,35dd,False,0,1
3121,a79a,9ce0,9cdf,False,0,1
846a,95f3,0002,0000,False,0,2
3766,0460,0206,0000,False,0,518
f37c,8350,3a33,3ad7,False,0,-164
c804,c1af,4db5,4db4,False,0,1
0f4c,1c84,0021,0000,False,0,33
1b31,0afa,000d,0000,False,0,13
378e,328d,2e30,2e2f,False,0,1
bb08,925d,1198,1197,False,0,1
e846,349b,e0ec,e0eb,False,0,1
5a79,8142,9c12,a041,False,-1,-47
29ae,de1a,cc55,cc54,False,0,1
2f69,8189,802e,8000,False,0,46
0ac5,66f2,35e1,35e0,False,0,1
0ec4,f48c,c7b1,c7b0,False,0,1
b1ed,0606,811e,8000,False,0,286
80fc,325c,8032,8000,False,0,50
aaba,efe8,5ea6,5ea5,False,0,1
a80a,050b,8029,8000,False,0,41
4019,d322,d74f,d74e,False,0,1
3754,4064,3c06,3c05,False,0,1
5832,1170,2db4,2db3,False,0,1
277e,5738,42c3,42c2,False,0,1
406e,e852,ecc9,ecc8,False,0,1
e5c0,3cd2,e6ee,e6ed,False,0,1
9dd9,82d6,0004,0000,False,0,4
3427,62f8,5b3c,5b3b,False,0,1
34df,62f7,5c3e,5c3d,False,0,1
232c,e40b,cb40,cb3f,False,0,1
9a53,9803,0065,0000,False,0,101
8fdf,4754,9b36,9b35,False,0,1
ea74,bebc,6d6f,6d6e,False,0,1
c764,70b2,fc00,fc56,False,0,-86
8742,e6c0,3220,321f,False,0,1
a902,e370,50a8,50a7,False,0,1
3667,5203,4cd0,4ccf,False,0,1
6594,9f34,c906,c905,False,0,1
415b,4af4,50a8,50a7,False,0,1
914a,9800,0015,0000,False,0,21
5025,daae,eeec,eeeb,False,0,1
ab30,1348,8345,8000,False,0,837
574d,4bd3,6724,6723,False,0,1
3c90,aea9,af99,af98,False,0,1
47bf,26f2,32ba,32b9,False,0,1
417f,cd90,d3a5,d3a4,False,0,1
1277,4a6f,2133,2132,False,0,1
b39c,d2a8,4a55,4a54,False,0,1
1b8d,0d30,0014,0000,False,0,20
d291,41a1,d89f,d89e,False,0,1
3bc4,a337,a301,a300,False,0,1
6f87,2324,56b8,56b7,False,0,1
312d,d2c6,c862,c861,False,0,1
5204,9300,a944,a943,False,0,1
b366,0240,8085,8000,False,0,133
7157,0990,3f6d,3f6c,False,0,1
8f49,9141,0005,0000,False,0,5
5091,41de,56b3,56b2,False,0,1
d560,9e7d,385c,385b,False,0,1
d2fa,e316,7a2e,7a2d,False,0,1
153b,9dbb,8078,8000,False,0,120
a0ea,924b,007c,0000,False,0,124
2848,a8dd,9535,9534,False,0,1
56f6,8029,8c76,9b3d,False,-3,-711
1e20,16a0,00a2,0000,False,0,162
bf84,cf4c,52db,52da,False,0,1
4926,044b,1187,1186,False,0,1
2963,300b,1d72,1d71,False,0,1
1a7d,0cff,0010,0000,False,0,16
4851,19ce,2644,2643,False,0,1
c2e3,1f2c,a62d,a62c,False,0,1
de54,1fbf,c221,c220,False,0,1
b200,7b49,f177,f176,False,0,1
a13e,0208,8005,8000,False,0,5
46ca,87c7,929a,9299,False,0,1
f392,470a,fc00,fea9,False,0,-681
9090,0518,8001,8000,False,0,1
3e8b,882a,8ad0,8acf,False,0,1
1f18,4b1c,2e4e,2e4d,False,0,1
0ef1,73d4,46cb,46ca,False,0,1
20f7,9632,80f6,8000,False,0,246
5943,5dde,7bb8,7bb7,False,0,1
0ba4,3100,0263,0000,False,0,611
0308,c667,8cda,8da0,False,0,-198
1a30,f5d6,d484,d483,False,0,1
08c7,6da4,3abd,3abc,False,0,1
36e2,a25a,9d77,9d76,False,0,1
3450,67aa,6022,6021,False,0,1
d6be,4850,e345,e344,False,0,1
29a5,03ce,002b,0000,False,0,43
bef8,886d,0bb6,0bb5,False,0,1
5bec,43ba,63a7,63a6,False,0,1
4b05,e31e,f23f,f23e,False,0,1
8988,3308,826e,8000,False,0,622
379b,31e0,2d96,2d95,False,0,1
d27f,4944,e047,e046,False,0,1
f7e9,015b,b95c,bd4b,False,-1,17
aeb8,a004,12bf,12be,False,0,1
238f,eb40,d2da,d2d9,False,0,1
8fd6,1968,8015,8000,False,0,21
1f02,0740,000d,0000,False,0,13
8970,f720,44d8,44d7,False,0,1
b209,2696,9cf8,9cf7,False,0,1
2269,8848,801b,8000,False,0,27
4d4e,48dc,5a72,5a71,False,0,1
0e21,e8cc,bb5a,bb59,False,0,1
3fc8,85a0,8979,8978,False,0,1
5b6a,2bf8,4b63,4b62,False,0,1
13f4,475b,1f50,1f4f,False,0,1
8b98,1947,800a,8000,False,0,10
ddcd,43a6,e58c,e58b,False,0,1
588e,951d,b1d3,b1d2,False,0,1
9966,14ae,8033,8000,False,0,51
e28a,d85d,7c00,7f22,False,0,-802
b986,1db6,9be3,9be2,False,0,1
259a,c6ac,b0ac,b0ab,False,0,1
5b53,18ea,3880,387f,False,0,1
0bef,dfb8,afa8,afa7,False,0,1
c11c,1e3c,a3f7,a3f6,False,0,1
8877,eaec,37ba,37b9,False,0,1
