va,vb,exp,sim,sign_error,exp_error,man_error
809c,0670,05d4,0422,False,0,434
628e,ec6f,eb3a,eb3b,False,0,-1
8108,9d25,9d29,9d2f,False,0,-6
7bc7,7271,7c00,7cb2,False,0,-178
0bcf,91f1,8ffa,8ffb,False,0,-1
1fe3,a068,9368,93b4,False,0,-76
1792,81c0,1776,1764,False,0,18
195a,01dc,1969,1971,False,0,-8
3ad0,f800,f800,f400,False,1,0
2890,0000,2890,2891,False,0,-1
030e,210a,2110,2111,False,0,-1
0576,8453,0123,008c,False,0,151
34b4,aade,33b0,33b1,False,0,-1
80c8,1443,1436,141d,False,0,25
9875,836f,9890,9893,False,0,-3
0b93,8224,0a81,0a0a,False,0,119
90f4,000d,90f2,90b3,False,0,63
81a2,acc7,acc7,acc8,False,0,-1
056a,8a7a,878a,87c5,False,0,-59
9d1a,1cc6,8d40,8d50,False,0,-16
a400,1fbf,a020,a021,False,0,-1
38c9,b35b,35e4,35e5,False,0,-1
10df,0148,1108,1134,False,0,-44
8383,1045,0fa9,0f9a,False,0,15
0001,10c4,10c4,1104,False,0,-64
9508,0cf3,9396,9397,False,0,-1
0000,aaa6,aaa6,aaa5,False,0,1
8df5,8162,8e4e,8ea1,False,0,-83
8440,09f0,07a0,07d0,False,0,-48
83cb,0ab9,08d4,08c6,False,0,14
51b5,dc31,daf5,daf4,False,0,1
033c,0b8f,0c96,0caf,False,0,-25
0138,04ba,05f2,0756,False,0,-356
0581,8744,81c3,830c,False,0,-329
a833,0020,a833,a832,False,0,1
7932,f393,769a,769b,False,0,-1
8910,0123,887e,87c7,False,1,-841
8097,aa23,aa23,aa24,False,0,-1
38d1,cc16,cbdf,cbde,False,0,1
1681,0001,1681,16a1,False,0,-32
8268,165f,1638,162c,False,0,12
0201,a1d9,a1d5,a1d3,False,0,2
8654,0a40,062c,0716,False,0,-234
2940,807e,2940,293f,False,0,1
2590,e400,e400,e000,False,1,0
79bc,76c9,7c00,7c90,False,0,-144
8f15,0048,8f03,8e8c,False,0,119
84b0,06ad,01fd,03f4,False,0,-503
2188,8110,2186,2183,False,0,3
03b4,9411,93ac,93a6,False,0,6
d2df,587b,5586,5587,False,0,-1
94b5,281e,27f1,27f0,False,0,1
faaa,f43b,fc00,fc64,False,0,-100
84e0,08de,04dc,066e,False,0,-402
00c5,9d6f,9d6c,9d65,False,0,7
2517,011d,2518,251a,False,0,-2
8374,932f,939e,93a6,False,0,-8
640f,df1b,6090,6091,False,0,-1
3c11,a4ea,3bfb,3bfa,False,0,1
8252,0295,0043,0030,False,0,19
bc09,3205,ba91,ba90,False,0,1
8ecd,10ed,0a1a,0b0d,False,0,-243
e061,52f9,dfe3,dfe2,False,0,1
8000,0300,0300,0200,False,0,256
a36f,23ac,0fa0,0cf4,False,0,684
87a7,81ea,88c8,894e,False,0,-134
0589,8776,81ed,83b4,False,0,-455
1c4c,01d4,1c53,1c58,False,0,-5
a2a8,231c,1340,13a0,False,0,-96
0c38,02d6,0cee,0d13,False,0,-37
fbff,f625,fc00,fd89,False,0,-393
a5ff,0218,a5fd,a5fc,False,0,1
80d0,1cf9,1cf6,1cef,False,0,7
b82c,4836,47e6,47e7,False,0,-1
04ea,8150,039a,0121,False,0,633
5000,cb5f,4c50,4c51,False,0,-1
4d42,c74f,4adc,4add,False,0,-1
833c,8b33,8c68,8c81,False,0,-25
0263,125d,12a9,12c3,False,0,-26
10ff,91be,85f8,84bf,False,0,313
0061,1000,100c,1046,False,0,-58
0f32,90c8,88bc,8a5e,False,0,-418
17c8,803c,17c4,17a6,False,0,30
8062,2b38,2b38,2b37,False,0,1
ad0c,8140,ad0c,ad0d,False,0,-1
ac2a,0160,ac2a,ac29,False,0,1
0234,0b91,0c56,0c8f,False,0,-57
3036,a636,2ede,2edf,False,0,-1
0000,a31c,a31c,a318,False,0,4
1b1c,00e5,1b23,1b30,False,0,-13
a4aa,0372,a4a7,a4a6,False,0,1
82d3,90d9,9133,9146,False,0,-19
0286,a113,a10e,a10c,False,0,2
81e2,0a2a,0939,08b2,False,0,135
dd94,7012,6fcb,6fca,False,0,1
ae44,800f,ae44,ae45,False,0,-1
a936,00df,a936,a935,False,0,1
8ae0,0928,8370,80dc,False,0,660
80ac,840d,84b9,8663,False,0,-426
0d28,8266,0c8e,0c5b,False,0,51
801a,ae38,ae38,ae39,False,0,-1
837a,8365,86df,8770,False,0,-145
98c3,0300,98ab,98a7,False,0,4
846f,091f,05cf,06e8,False,0,-281
d733,5ce8,5a36,5a37,False,0,-1
8aed,803b,8b0a,8bfc,False,0,-242
0a0c,8a33,804e,80e0,False,0,-146
0a37,0264,0b69,0bd0,False,0,-103
085d,82b0,060a,06b1,False,0,-167
9313,0258,92c8,92ae,False,0,26
9500,8016,9501,9521,False,0,-32
173d,00d0,174a,1764,False,0,-26
0001,a930,a930,a92f,False,0,1
8746,8000,8746,88a3,False,-1,675
0c12,0353,0ce7,0cfc,False,0,-21
76ea,7a71,7c00,7cf3,False,0,-243
d080,4bd7,cd14,cd15,False,0,-1
9325,00c5,930c,92d9,False,0,51
9640,82ed,966f,9677,False,0,-8
a0ea,3025,2fad,2fac,False,0,1
26c3,0204,26c5,26c6,False,0,-1
00e2,a3dc,a3da,a3d7,False,0,3
22d4,8121,22d2,22cf,False,0,3
a4c5,80a6,a4c6,a4c7,False,0,-1
db4e,642d,6286,6287,False,0,-1
9ab3,8159,9abe,9ac8,False,0,-10
865f,0c40,0950,0951,False,0,-1
e8a2,60cb,e6de,e6df,False,0,-1
0a31,81d4,0947,08bc,False,0,139
8231,2450,244e,244d,False,0,1
8248,1727,1702,16f5,False,0,13
100c,0232,1052,106f,False,0,-29
0494,0053,04e7,06be,False,0,-471
11df,986e,95ec,95ed,False,0,-1
90b5,014c,908c,9060,False,0,44
8606,8051,8657,8817,False,-1,576
7a84,73c0,7c00,7c3a,False,0,-58
057f,8c46,89cc,89cd,False,0,-1
aa81,82c5,aa82,aa83,False,0,-1
8001,9800,9800,9810,False,0,-16
8c36,01a6,8b99,8b03,False,0,150
2a3c,02fa,2a3d,2a3e,False,0,-1
1ddd,81fc,1dd5,1dd1,False,0,4
885b,00e4,87d2,8722,False,0,176
9ba7,8300,9bbf,9bc3,False,0,-4
0f14,806c,0ef9,0e86,False,0,115
0000,0540,0540,0740,False,0,-512
aa1c,5001,4fff,4ffe,False,0,1
0326,12b0,1315,1322,False,0,-13
0127,17c1,17d3,17ea,False,0,-23
a71f,9b07,a800,a400,False,1,0
0326,9ca9,9c9c,9c9b,False,0,1
94e0,831b,9512,9519,False,0,-7
807f,a206,a207,a20a,False,0,-3
8110,04a8,0398,0110,False,0,648
800a,0bf5,0bf0,0af2,False,0,254
246f,80b0,246e,246d,False,0,1
1479,0148,148e,14a3,False,0,-21
7b46,70b4,7c00,7c3a,False,0,-58
0036,1054,105b,1097,False,0,-60
3586,c009,beb0,beb1,False,0,-1
1413,01ac,142e,1440,False,0,-18
86c3,8143,8803,88b2,False,0,-175
9616,0328,95e4,95dd,False,0,7
8016,15b9,15b8,1598,False,0,32
11f1,82d0,1197,1184,False,0,19
37ad,c0da,bfc9,bfc8,False,0,1
a3f8,2383,9350,93a8,False,0,-88
83ff,80aa,84a9,8654,False,0,-427
fa7d,f588,fc00,fca0,False,0,-160
15d3,01fb,15f3,1603,False,0,-16
003a,21f1,21f1,21f5,False,0,-4
fb7c,f9af,fc00,fe96,False,0,-662
9c14,00cd,9c11,9c0a,False,0,7
8b39,0812,864e,8727,False,0,-217
1e83,015e,1e88,1e8e,False,0,-6
1b3e,036c,1b59,1b5c,False,0,-3
03ff,8687,8288,8144,False,0,324
09de,8a84,814c,8130,False,0,28
90d6,01fa,9097,9076,False,0,33
2fbf,0180,2fbf,2fc0,False,0,-1
4419,aef0,43fa,43fb,False,0,-1
8568,006c,84fc,8199,False,1,-157
87ae,0afa,0646,0723,False,0,-221
82c5,9d70,9d7b,9d7e,False,0,-3
342e,a217,33fb,33fa,False,0,1
8df1,0be6,87f8,85fe,False,0,506
03b6,9633,95f8,95f5,False,0,3
c607,4d73,4be2,4be3,False,0,-1
75e4,79a1,7c00,7c4a,False,0,-74
c88f,5000,4db8,4db9,False,0,-1
fa5d,f9b0,fc00,fe06,False,0,-518
854c,8074,85c0,8786,False,0,-454
e803,4d47,e7f1,e7f0,False,0,1
2016,8128,2014,2011,False,0,3
9c94,8278,9c9e,9ca1,False,0,-3
97c4,0334,9791,978a,False,0,7
0148,9b9f,9b95,9b8a,False,0,11
fbff,e440,fc00,fc10,False,0,-16
8358,8e42,8f18,8f2d,False,0,-21
0e98,016e,0ef4,0f46,False,0,-82
0178,1dd8,1dde,1de3,False,0,-5
1d4c,02d4,1d57,1d5a,False,0,-3
81b1,2775,2773,2772,False,0,1
d14d,4947,cff6,cff7,False,0,-1
8053,9bb2,9bb5,9bc3,False,0,-14
007f,9260,9250,9218,False,0,56
e3f3,697d,6700,6701,False,0,-1
1dda,ac5a,abf9,abf8,False,0,1
9f11,1e9f,8f20,8dc8,False,0,344
90d4,8341,913c,9148,False,0,-12
41e9,d000,cf43,cf42,False,0,1
050b,8c8c,8a92,8a93,False,0,-1
e0a1,5516,dffc,dffd,False,0,-1
1678,8100,1668,1650,False,0,24
12fd,8119,12da,12ab,False,0,47
17c6,8318,1794,178d,False,0,7
83ab,1adc,1abf,1abd,False,0,2
1097,9053,0220,0022,False,0,510
3c05,b55b,395c,395d,False,0,-1
122e,82c1,11d6,11c2,False,0,20
83c4,9e8f,9e9e,9e9f,False,0,-1
ae7d,382a,36b5,36b4,False,0,1
7bff,5c54,7c00,7c04,False,0,-4
004c,01f0,023c,051e,False,-1,286
0134,2d9b,2d9b,2d9c,False,0,-1
0135,1096,10bd,10e9,False,0,-44
0090,2fd8,2fd8,2fd9,False,0,-1
b45c,26ca,b3df,b3de,False,0,1
02e4,8972,8800,87b9,False,1,-953
a3e0,00c3,a3de,a3db,False,0,3
8364,8cb0,8d89,8d9c,False,0,-19
2764,8042,2764,2762,False,0,2
0653,86a1,804e,80e0,False,0,-146
8f1b,0eb0,81ac,82b0,False,0,-260
2e38,01b4,2e38,2e39,False,0,-1
8807,083c,006a,02a0,False,0,-566
dcee,56cf,da74,da75,False,0,-1
fb84,f45c,fc00,fcd9,False,0,-217
28ba,0254,28bb,28bc,False,0,-1
76b2,7933,7c00,7c46,False,0,-70
ac2b,279b,a888,a889,False,0,-1
0130,243e,243f,2441,False,0,-2
6400,92df,6400,6000,False,1,0
0080,0b78,0bb8,0c4c,False,-1,876
9bfa,1be4,82c0,800b,False,0,693
8001,87e0,87e1,88f0,False,-1,753
0aef,0050,0b17,0c02,False,-1,789
fb01,f6bf,fc00,fd30,False,0,-304
0370,17f8,1818,181a,False,0,-2
f8e8,f6e6,fc00,fc2e,False,0,-46
a203,827f,a208,a209,False,0,-1
c4f6,501f,4f00,4f01,False,0,-1
82e6,13b3,1356,1345,False,0,17
2bc5,b4dc,b3c7,b3c6,False,0,1
da56,7406,73f3,73f2,False,0,1
672e,f0c0,efb4,efb5,False,0,-1
0e5d,803b,0e4e,0dd6,False,0,120
ae08,80a3,ae08,ae09,False,0,-1
9fcb,8226,9fd4,9fd7,False,0,-3
01f4,0f6c,0fe9,1015,False,-1,980
5d14,d597,5b5c,5b5d,False,0,-1
f46e,679a,f3e9,f3e8,False,0,1
81e9,1e54,1e4c,1e48,False,0,4
0001,2c9b,2c9b,2c9c,False,0,-1
02ce,2a9e,2a9f,2aa0,False,0,-1
8274,9e5a,9e64,9e67,False,0,-3
80c5,2cb0,2cb0,2caf,False,0,1
0cff,860f,0af6,0af7,False,0,-1
8350,2700,26fd,26fc,False,0,1
dc96,5563,da7a,da7b,False,0,-1
8d37,0e9c,0594,0565,False,0,47
8e30,81c7,8ea2,8ee9,False,0,-71
f053,6b4b,ed00,ed01,False,0,-1
853f,83a6,8872,8889,False,0,-23
3e5f,c588,c3e0,c3e1,False,0,-1
87f6,06ab,814b,812c,False,0,31
17ec,81e0,17ce,17bd,False,0,17
86a9,8001,86aa,8855,False,-1,597
8122,9509,951b,9532,False,0,-23
2bb0,005c,2bb0,2bb1,False,0,-1
a299,0000,a299,a295,False,0,4
2063,01d8,2067,2069,False,0,-2
8068,05e5,057d,01d8,False,1,-91
f20c,facb,fc00,fc27,False,0,-39
1090,8000,1090,1050,False,0,64
8c1f,81fc,8c9e,8cde,False,0,-64
0040,9c44,9c43,9c3c,False,0,7
8211,9a5b,9a6c,9a73,False,0,-7
141b,93a7,0478,0448,False,0,48
93b6,1400,0250,0012,False,0,574
91e7,1855,15b6,15b7,False,0,-1
0bcc,8d14,84b8,852e,False,0,-118
0078,2fc2,2fc2,2fc3,False,0,-1
62e0,587e,6400,6000,False,1,0
d420,464a,d377,d376,False,0,1
9eb8,009d,9eb6,9eaf,False,0,7
8184,23ab,23a8,23a5,False,0,3
5c09,c4a2,5bed,5bec,False,0,1
a280,83ac,a287,a288,False,0,-1
1ae0,00a8,1ae5,1af3,False,0,-14
1238,800a,1237,11f7,False,0,64
19a0,9a63,8e18,8f0c,False,0,-244
8001,95b2,95b2,95d2,False,0,-32
5410,c077,53d9,53d8,False,0,1
f914,f957,fc00,fd36,False,0,-310
92db,12bc,80f8,83c0,False,0,-712
0258,a16c,a167,a166,False,0,1
88e4,04b4,8514,868a,False,0,-374
8117,a202,a204,a207,False,0,-3
2db7,b484,b22c,b22d,False,0,-1
f800,39a0,f800,f400,False,1,0
0320,89fa,886a,8832,False,0,56
d677,fbff,fc00,fc01,False,0,-1
703a,7be2,7c00,7c78,False,0,-120
0588,8529,005f,01f0,False,0,-401
143e,8e37,1160,1161,False,0,-1
0b77,8789,0765,07b2,False,0,-77
0a97,8a51,008c,0060,False,0,44
2715,8070,2715,2713,False,0,2
8e47,83a6,8f30,8f3c,False,0,-12
b956,5404,53f3,53f2,False,0,1
0059,9200,91f5,91ba,False,0,59
9521,15ab,0850,0914,False,0,-196
95b2,15f5,0430,0443,False,0,-19
794c,7735,7c00,7c73,False,0,-115
8269,9d30,9d3a,9d3d,False,0,-3
f7b7,fbdc,fc00,fddc,False,0,-476
184e,9920,8e90,8f48,False,0,-184
12f2,946e,8ba8,89ea,False,0,446
97bb,188f,0d8c,0ec6,False,0,-314
87bc,07f8,003c,0380,False,0,-836
0176,16fa,1711,1726,False,0,-21
2cac,00d2,2cac,2cad,False,0,-1
98bc,0edd,97c1,97c0,False,0,1
1098,0022,109c,10da,False,0,-62
9a95,02d9,9a7e,9a7a,False,0,4
8001,981e,981e,982e,False,0,-16
7053,e379,6fb7,6fb6,False,0,1
025a,a283,a27e,a27d,False,0,1
9435,0090,942c,9410,False,0,28
0908,865e,03b2,00ec,False,0,710
83ea,9b55,9b74,9b75,False,0,-1
a0af,5800,5800,5400,False,1,0
022d,071a,08a4,0918,False,0,-116
0154,1e42,1e47,1e4d,False,0,-6
50ca,ca23,4e82,4e83,False,0,-1
ac38,00ee,ac38,ac37,False,0,1
68b1,e187,669e,669f,False,0,-1
00e1,9613,9605,95ec,False,0,25
00c4,895d,88fb,882c,False,0,207
80e4,20ab,20a9,20a6,False,0,3
94d5,0ec3,9248,9249,False,0,-1
3c66,b593,3a02,3a03,False,0,-1
0211,2237,223b,223d,False,0,-2
018a,a58b,a589,a588,False,0,1
0640,8777,8137,80dc,False,0,91
8877,0814,80c6,8230,False,0,-362
103d,8ce7,0b26,0b93,False,0,-109
811d,8bcf,8c2f,8c8b,False,0,-92
1cb8,0153,1cbd,1cc3,False,0,-6
8400,0250,81b0,82c0,False,0,-272
dc42,4ffc,db84,db85,False,0,-1
c734,581d,57c7,57c6,False,0,1
7bb5,7a11,7c00,7ee3,False,0,-739
202b,96d6,1ea0,1ea1,False,0,-1
1cc8,81c0,1cc1,1cbc,False,0,5
0ac0,883f,0502,0681,False,0,-383
9ed4,0001,9ed4,9ecc,False,0,8
96a5,0388,966c,9669,False,0,3
f755,f9e0,fc00,fcc5,False,0,-197
0f3c,912a,8a30,8b18,False,0,-232
1baa,83ef,1b8b,1b8a,False,0,1
013a,83bb,8281,8102,False,0,383
3b85,c409,c231,c230,False,0,1
a418,1c2b,a21a,a21b,False,0,-1
8bdf,81c4,8c60,8ca8,False,0,-72
908c,8010,908e,90cd,False,0,-63
0a74,8170,09bc,0918,False,0,164
0366,001c,0382,05c1,False,-1,449
81e8,8ed8,8f52,8f95,False,0,-67
2f78,81b8,2f78,2f77,False,0,1
8d93,0023,8d8a,8d0f,False,0,123
176e,8000,176e,174e,False,0,32
600f,d31b,5f3b,5f3a,False,0,1
920f,13d0,0b04,0b82,False,0,-126
0490,02a0,0730,07e0,False,0,-176
05ff,8201,03fe,017f,False,0,639
9513,1529,0160,0180,False,0,-32
7798,78ae,7c00,7c3d,False,0,-61
906c,80be,9084,90b8,False,0,-52
8cf0,02f0,8c34,8c12,False,0,34
9e70,8043,9e71,9e79,False,0,-8
acc7,0181,acc7,acc6,False,0,1
8089,9798,97a1,97bc,False,0,-27
906f,829b,90c2,90d9,False,0,-23
032d,8d18,8c4d,8c32,False,0,27
8b75,070a,87e0,87f0,False,0,-16
9b45,2431,2291,2290,False,0,1
7bdf,79ae,7c00,7ec6,False,0,-710
0fdb,91e2,8bd2,8be9,False,0,-23
82a8,1203,11ae,1198,False,0,22
8014,0b0f,0b05,0a0a,False,0,251
8a68,0149,89c4,8916,False,0,174
09f4,87fc,03ec,00fb,False,0,753
0f98,82a6,0eee,0ec3,False,0,43
d042,41d9,cfc9,cfc8,False,0,1
0a2b,806b,09f6,0910,False,0,230
827e,9b98,9bac,9bb2,False,0,-6
1f18,9f8a,8f20,8dc8,False,0,344
115d,0292,11af,11c6,False,0,-23
0154,26a3,26a4,26a6,False,0,-2
91b1,0b77,8fa6,8fa7,False,0,-1
82c5,89d2,8b34,8b83,False,0,-79
1ad8,0068,1adb,1aea,False,0,-15
0230,8f95,8f09,8ecf,False,0,58
bcfe,37bb,ba1e,ba1f,False,0,-1
048f,8132,035d,03d8,False,0,-123
8b28,01c0,8a48,89b8,False,0,144
8c9b,0d9b,0400,0500,False,0,-256
028e,178c,17b5,17c0,False,0,-11
1eee,9eb6,0b00,0870,False,0,656
8d40,107c,0b70,0bb8,False,0,-72
d000,1d56,d000,cc00,False,1,0
cff4,b1cd,d000,cc00,False,1,0
3109,b0ed,1b00,1b80,False,0,-128
8240,9ce3,9cec,9cf0,False,0,-4
a0bb,2893,26c8,26c9,False,0,-1
90cb,0b8f,8dce,8dcf,False,0,-1
18f5,8387,18d9,18d7,False,0,2
0aa9,01d4,0b93,0c0f,False,-1,900
8d58,0260,8cc0,8c8c,False,0,52
81a0,2f9f,2f9f,2f9e,False,0,1
0040,9403,93fe,93c2,False,0,60
9108,12dc,0b50,0ba8,False,0,-88
7a06,79b0,7c00,7ddb,False,0,-475
1070,90c0,8280,8028,False,0,600
837e,8218,8596,86cb,False,0,-309
5caf,e4aa,e2fc,e2fd,False,0,-1
a778,8317,a77b,a77c,False,0,-1
0528,85a3,807b,83b0,False,0,-821
8777,0665,8112,8048,False,0,202
1931,9137,17c6,17c7,False,0,-1
97d8,03c8,979c,979a,False,0,2
0045,9d0a,9d09,9d01,False,0,8
f072,fb59,fc00,fc3b,False,0,-59
9d18,811e,9d1c,9d22,False,0,-6
3c5e,b11d,3b75,3b74,False,0,1
1b42,9b19,0520,0429,False,0,247
81a8,1d26,1d1f,1d1b,False,0,4
0a3c,84ad,07cb,07e6,False,0,-27
080e,85ee,022e,008c,False,0,418
040e,893c,866a,8735,False,0,-203
8718,0649,80cf,8278,False,0,-425
761a,7b20,7c00,7d16,False,0,-278
96b4,0012,96b3,9693,False,0,32
193d,98f0,08d0,089a,False,0,54
7000,aa8a,7000,6c00,False,1,0
85dd,0582,805b,81b0,False,0,-341
82cc,9241,929a,92ae,False,0,-20
8257,0000,8257,80ae,False,0,425
95b3,0024,95b1,9592,False,0,31
954b,15fc,0988,0962,False,0,38
acc7,01f8,acc7,acc6,False,0,1
808b,a5ba,a5bb,a5bc,False,0,-1
0857,8964,821a,8086,False,0,404
cc00,03ff,cc00,c800,False,1,0
0a5f,01ea,0b54,0bda,False,0,-134
8c71,0c1a,815c,8170,False,0,-20
20f8,0000,20f8,20fc,False,0,-4
8108,11f2,11d1,11a2,False,0,47
805d,1e20,1e1f,1e17,False,0,8
aace,02ca,aacd,aacc,False,0,1
2b1c,8090,2b1c,2b1b,False,0,1
2692,a6cb,9320,91c8,False,0,344
796d,76b0,7c00,7c62,False,0,-98
2800,8180,27fe,27fd,False,0,1
99f1,024c,99df,99d8,False,0,7
20d4,977e,1fc8,1fc9,False,0,-1
050b,8897,8423,8612,False,0,-495
8253,045a,0207,00c2,False,0,325
08fa,897a,8100,8000,False,0,256
00b7,a622,a621,a620,False,0,1
327c,b295,9a40,9b20,False,0,-224
649a,d905,63f3,63f2,False,0,1
2cb8,a5b7,2a94,2a95,False,0,-1
199c,8160,1991,1986,False,0,11
7b87,77fe,7c00,7dc3,False,0,-451
165a,81a2,1640,162d,False,0,19
29a8,57ff,5800,5400,False,1,0
0260,9b21,9b0e,9b08,False,0,6
95ba,2436,23b5,23b4,False,0,1
2f9b,80d4,2f9b,2f9a,False,0,1
0d20,8c29,03dc,007c,False,0,864
1672,8315,1641,1639,False,0,8
1466,888e,13a8,13a9,False,0,-1
1846,91df,159c,159d,False,0,-1
1c40,82c4,1c35,1c32,False,0,3
7ba0,75e0,7c00,7d48,False,0,-328
4c24,c1f6,4aca,4acb,False,0,-1
fa2a,faa8,fc00,fe69,False,0,-617
1017,02da,1072,1085,False,0,-19
98b0,82c8,98c6,98cb,False,0,-5
643a,dba6,628a,628b,False,0,-1
9884,03af,9867,9865,False,0,2
0b4c,82a8,09f8,09a2,False,0,86
bc00,00c2,bc00,b800,False,1,0
82dc,007a,8262,80c4,False,0,414
2008,80b8,2007,2003,False,0,4
29a0,021a,29a1,29a2,False,0,-1
8015,2ae2,2ae2,2ae1,False,0,1
002c,ad53,ad53,ad52,False,0,1
2d66,ad56,1400,1500,False,0,-256
844e,036c,80e2,80c0,False,0,34
a0e0,20c6,8a80,8834,False,0,588
19c1,93af,17aa,17ab,False,0,-1
0327,195c,1975,1979,False,0,-4
1f2e,0270,1f38,1f3b,False,0,-3
08cf,88d8,8012,8080,False,0,-110
8b7f,1094,0d68,0d69,False,0,-1
0236,0ace,0be9,0c2e,False,-1,955
5006,b395,4ffd,4ffc,False,0,1
2c9a,0183,2c9a,2c9b,False,0,-1
9a40,1b3d,0fe8,0ff4,False,0,-12
02a4,8f9c,8ef3,8ec8,False,0,43
9424,03f0,93ca,93c9,False,0,1
48c8,bebd,47e1,47e0,False,0,1
4357,c941,c6d6,c6d7,False,0,-1
8c7b,0d33,02e0,005c,False,0,644
24d0,8129,24cf,24cd,False,0,2
1c9a,81ac,1c93,1c8f,False,0,4
026c,0b88,0c5f,0c92,False,0,-51
0000,9036,9036,8fec,False,1,-950
8b9e,026f,8a66,8a02,False,0,100
100e,007c,101e,1056,False,0,-56
83c0,029d,8123,808c,False,0,151
8c18,0d23,042c,050b,False,0,-223
8358,9028,9093,909e,False,0,-11
3c25,b0c5,3b19,3b18,False,0,1
4591,bfeb,432c,432d,False,0,-1
c69b,4ce9,4a84,4a85,False,0,-1
017b,977d,9765,9751,False,0,20
0010,2e51,2e51,2e52,False,0,-1
49b4,c36b,47b2,47b3,False,0,-1
18ff,01ec,190e,1917,False,0,-9
3475,acbf,328a,328b,False,0,-1
8b58,81ba,8c1a,8c63,False,0,-73
026d,1f53,1f5d,1f60,False,0,-3
817e,0e24,0dc4,0d74,False,0,80
b3e8,33cf,9a40,9b20,False,0,-224
8efb,0fa3,02a0,0054,False,0,588
0d00,8081,0ce0,0c70,False,0,112
809d,8565,8602,87b4,False,0,-434
82e9,1990,1979,1974,False,0,5
806e,29be,29be,29bd,False,0,1
9537,802d,953a,9558,False,0,-30
8207,ab7c,ab7d,ab7e,False,0,-1
8136,95e0,95f3,960a,False,0,-23
867a,0a8f,06a4,0752,False,0,-174
0dd0,80a0,0da8,0d3c,False,0,108
88ad,08ed,0080,0000,False,0,128
9059,0180,9029,9001,False,0,40
7459,7ac0,7c00,7c76,False,0,-118
8009,989a,989a,98aa,False,0,-16
070a,8000,070a,050a,False,0,512
1d88,01f3,1d90,1d94,False,0,-4
83bc,a27a,a281,a282,False,0,-1
fab7,f2ce,fc00,fc35,False,0,-53
0ea8,8e8a,0078,0380,False,0,-776
2c07,a693,28c4,28c5,False,0,-1
263a,0000,263a,263c,False,0,-2
82d6,1e90,1e85,1e82,False,0,3
301f,a807,2e3a,2e3b,False,0,-1
834a,1428,13e7,13db,False,0,12
951e,035c,94e8,94e3,False,0,5
9c70,8001,9c70,9c78,False,0,-8
8040,895f,897f,8a6f,False,0,-240
f916,fa3f,fc00,fdaa,False,0,-426
13e6,94e6,8b98,89e6,False,0,434
24e0,0067,24e0,24e2,False,0,-2
20fb,81e3,20f7,20f5,False,0,2
9874,195a,0f30,0f98,False,0,-104
789d,7b1d,7c00,7ddd,False,0,-477
02ea,1325,1382,1394,False,0,-18
1765,020c,1786,1795,False,0,-15
3f6e,c818,c654,c655,False,0,-1
44eb,bf0b,4250,4251,False,0,-1
8e24,0f32,0438,050e,False,0,-214
440b,b769,4329,4328,False,0,1
02e8,08f9,0a6d,0ab3,False,0,-70
0382,9480,9448,9444,False,0,4
7a18,7a59,7c00,7e38,False,0,-568
9450,068b,93cf,93ce,False,0,1
831e,9abc,9ad5,9ad8,False,0,-3
8722,03e0,8342,8199,False,0,425
2e51,0020,2e51,2e52,False,0,-1
85c3,83b0,88ba,88ce,False,0,-20
035b,a408,a405,a404,False,0,1
1be3,9b22,0e08,0f04,False,0,-252
1c16,8156,1c11,1c0b,False,0,6
81cc,0798,05cc,04b2,False,0,282
c800,1c18,c7ff,c7fe,False,0,1
a7d4,917f,a800,a400,False,1,0
8470,0383,80ed,8174,False,0,-135
f9cd,fab5,fc00,fe41,False,0,-577
9820,1750,8b80,88f0,False,0,656
8318,8d25,8deb,8e08,False,0,-29
00a5,1c5a,1c5d,1c63,False,0,-6
8bf0,8140,8c48,8ca0,False,0,-88
d56c,640b,6368,6369,False,0,-1
5313,d892,d59a,d59b,False,0,-1
90c5,0957,8ede,8edf,False,0,-1
91be,825f,920a,9224,False,0,-26
0364,0888,0a3a,0a61,False,0,-39
6bd9,7bff,7c00,7c3e,False,0,-62
94a4,8163,94ba,94cf,False,0,-21
a854,1c66,a78e,a78f,False,0,-1
0e38,907a,8978,8abc,False,0,-324
87a4,08e0,021c,0087,False,0,405
129b,830a,123a,122a,False,0,16
8040,992d,992f,993e,False,0,-15
8990,06a3,847d,863e,False,0,-449
805e,2780,2780,277e,False,0,2
171f,97e4,8a28,898a,False,0,158
01f1,213a,213e,2140,False,0,-2
881c,04fc,833c,80cf,False,0,621
be8f,4550,4358,4359,False,0,-1
2046,ac1f,ab2c,ab2d,False,0,-1
8078,9c16,9c18,9c1f,False,0,-7
0390,1d0d,1d1b,1d1c,False,0,-1
2442,9ab6,22d6,22d7,False,0,-1
800a,aac7,aac7,aac8,False,0,-1
fb64,f8f6,fc00,fe2d,False,0,-557
86b7,04d8,81df,837c,False,0,-413
9bd0,8020,9bd1,9be0,False,0,-15
1126,8ecf,0afa,0b7d,False,0,-131
1308,817c,12d8,12b0,False,0,40
0fc4,0341,104a,1056,False,0,-12
02ee,9bd0,9bb9,9bb4,False,0,5
00f7,2c58,2c58,2c59,False,0,-1
d61e,60c0,5ff8,5ff9,False,0,-1
80b4,0425,0371,032c,False,0,69
1ad8,002c,1ad9,1ae9,False,0,-16
091d,8477,05c3,06e2,False,0,-287
8a47,833c,8be5,8c0b,False,-1,986
8e15,00e0,8ddd,8d79,False,0,100
