va,vb,exp,sim,sign_error,exp_error,man_error
0146,2c10,2c10,2c11,False,0,-1
81dc,9397,93d2,93f5,False,0,-35
0338,2040,2046,2047,False,0,-1
ad96,80da,ad96,ad97,False,0,-1
68c0,dee6,67c6,67c7,False,0,-1
00f0,1c7b,1c7f,1c85,False,0,-6
8000,a902,a902,a903,False,0,-1
2f48,af2e,1680,15a0,False,0,224
8000,1e4c,1e4c,1e44,False,0,8
1d04,0158,1d09,1d0f,False,0,-6
0cb3,8313,0bdc,0ba1,False,0,59
8d10,0b23,85fa,857e,False,0,124
87b2,05b8,81fa,83e8,False,0,-494
8532,09ed,06a8,0754,False,0,-172
d403,5cac,5b56,5b57,False,0,-1
0adf,9107,8e9e,8e9f,False,0,-1
00ec,1faf,1fb3,1fb9,False,0,-6
f0b7,78ea,7778,7779,False,0,-1
163b,95ba,0808,0902,False,0,-250
01c0,0694,082a,08ba,False,0,-144
3f03,c5a6,c3ca,c3cb,False,0,-1
81b2,154a,152f,151c,False,0,19
0001,952f,952f,950f,False,0,32
8312,1dd9,1dcd,1dcb,False,0,2
26d6,806d,26d6,26d4,False,0,2
87fc,0244,85b8,84da,False,0,222
81ac,af1b,af1b,af1c,False,0,-1
97d5,2041,1e8d,1e8c,False,0,1
8f40,0ee0,8180,8200,False,0,-128
9b78,83d0,9b96,9b97,False,0,-1
aedf,81e9,aedf,aee0,False,0,-1
4cea,c5c7,4af0,4af1,False,0,-1
2897,b01c,adec,aded,False,0,-1
0b12,8272,09d9,0976,False,0,99
8018,1bd8,1bd7,1bc8,False,0,15
8000,9811,9811,9821,False,0,-16
caf5,5400,5243,5242,False,0,1
8e24,0000,8e24,8da4,False,0,128
d464,4ddf,d1d8,d1d9,False,0,-1
a180,8152,a183,a185,False,0,-2
8100,9d14,9d18,9d1e,False,0,-6
ec83,65f7,ea0a,ea0b,False,0,-1
00a6,2550,2551,2552,False,0,-1
8576,04df,8097,80b8,False,0,-33
128e,8002,128e,124e,False,0,64
1d2b,ac14,ab83,ab82,False,0,1
8053,0b41,0b18,0a2c,False,0,236
798b,759d,7c00,7c2d,False,0,-45
3197,e400,e400,e000,False,1,0
9ebb,0026,9eba,9eb3,False,0,7
0279,08c4,0a00,0a62,False,0,-98
1194,8300,1134,1124,False,0,16
018d,0af8,0bbe,0c2e,False,-1,912
0079,0e08,0e26,0e97,False,0,-113
0ffa,8e6f,062c,058b,False,0,161
5848,cb1b,57ad,57ac,False,0,1
0250,9224,91da,91bf,False,0,27
82d4,2185,217f,217e,False,0,1
ca4a,5817,5765,5764,False,0,1
8a58,0853,840a,8605,False,0,-507
2802,00c9,2802,2803,False,0,-1
5800,a554,5800,5400,False,1,0
915e,0fed,899e,8acf,False,0,-305
8e68,033d,8d99,8d80,False,0,25
c0e0,371d,bff9,bff8,False,0,1
97e6,2c00,2bc1,2bc0,False,0,1
1360,8195,132d,1307,False,0,38
0e48,01cf,0ebc,0f02,False,0,-70
9323,13a0,03e8,003e,False,0,938
23c2,a3c4,8100,8000,False,0,256
0877,829e,0650,06d0,False,0,-128
a96c,21d3,a7ee,a7ef,False,0,-1
99c4,0140,99ba,99af,False,0,11
2f19,0125,2f19,2f1a,False,0,-1
009e,aa32,aa32,aa31,False,0,1
aee0,81e0,aee0,aee1,False,0,-1
81f6,9985,9995,999d,False,0,-8
218f,0053,2190,2193,False,0,-3
1fe4,82aa,1fd9,1fd7,False,0,2
02ce,04f6,07c4,082e,False,-1,918
875b,06b4,80a7,8138,False,0,-145
825f,804c,82ab,8556,False,-1,341
95db,0178,95c4,95af,False,0,21
0ed8,8193,0e73,0e26,False,0,77
0290,0d25,0dc9,0df7,False,0,-46
13ba,0137,13e1,1407,False,-1,986
82a7,98c0,98d5,98db,False,0,-6
8f47,80da,8f7e,8fe2,False,0,-100
1200,819b,11cd,11a6,False,0,39
9aee,01f8,9ade,9ad6,False,0,8
84d1,8296,8767,880e,False,-1,857
23e6,0336,23ec,23ed,False,0,-1
087b,88c8,809a,80d0,False,0,-54
1a82,0392,1a9f,1aa0,False,0,-1
88ba,051a,845a,862d,False,0,-467
94d4,14e4,0100,0000,False,0,256
25e3,a607,9080,9120,False,0,-160
289a,a31f,25a4,25a5,False,0,-1
02a7,1147,119c,11b1,False,0,-21
9c80,8180,9c86,9c8b,False,0,-5
116e,91a6,81c0,8300,False,0,-320
9be4,83d8,9c01,9c02,False,0,-1
2000,95fe,1e80,1e81,False,0,-1
1360,81c2,1328,1304,False,0,36
a60a,3408,334f,334e,False,0,1
8040,82d2,8312,8589,False,-1,393
0000,1538,1538,1558,False,0,-32
86ca,0045,8685,84a8,False,0,477
047d,8205,0278,01ea,False,0,142
0ab8,8c83,849c,8527,False,0,-139
0545,857e,8039,8320,False,0,-743
8116,8459,856f,86e4,False,0,-373
0fce,03a6,105c,1061,False,0,-5
81d9,968c,96aa,96bb,False,0,-17
1405,9334,06b0,046b,False,0,581
832e,221f,2219,2218,False,0,1
5ff1,f02c,efd9,efd8,False,0,1
236c,00d4,236e,2371,False,0,-3
8a60,068d,8633,871a,False,0,-231
f442,6ecf,f11c,f11d,False,0,-1
243b,8143,243a,2438,False,0,2
8ce8,0c14,8350,806a,False,0,742
7898,7be4,7c00,7e3e,False,0,-574
a823,3026,2e3a,2e3b,False,0,-1
0214,abfe,abfd,abfc,False,0,1
8240,a4d2,a4d4,a4d5,False,0,-1
cca7,425d,cbb7,cbb6,False,0,1
1de6,97b7,1bf0,1bf1,False,0,-1
070f,8d00,8a78,8a79,False,0,-1
0152,2e8d,2e8d,2e8e,False,0,-1
284c,824d,284b,284a,False,0,1
00df,8966,88f6,882e,False,0,200
2012,011b,2014,2017,False,0,-3
5066,cadf,4d5c,4d5d,False,0,-1
a88f,8012,a88f,a890,False,0,-1
f1e7,fabe,fc00,fc1c,False,0,-28
02e0,8400,8120,8080,False,0,160
84ae,03ff,80af,8174,False,0,-197
80ba,9f9a,9f9d,9fa3,False,0,-6
7bb8,6f1e,7c00,7c4e,False,0,-78
2f77,c030,bfe9,bfe8,False,0,1
0052,9c0b,9c0a,9c02,False,0,8
2cb2,c025,bfff,bffe,False,0,1
d8b0,4f26,d796,d797,False,0,-1
81de,04f3,0315,0102,False,0,531
9e77,0300,9e6b,9e69,False,0,2
296c,8264,296b,296a,False,0,1
8883,0410,84f6,867b,False,0,-389
8056,1930,192d,191f,False,0,14
80b1,a407,a408,a409,False,0,-1
05a3,8d28,8b7e,8b7f,False,0,-1
60cd,ec5d,eb87,eb86,False,0,1
6b2e,f4c1,f3b6,f3b7,False,0,-1
5802,d1a3,5532,5533,False,0,-1
9a42,0339,9a28,9a25,False,0,3
a05d,2c68,2bb9,2bb8,False,0,1
55a0,ce8b,53fa,53fb,False,0,-1
0668,86ef,8087,8038,False,0,79
8d9a,0bbc,86f0,85bc,False,0,308
8461,006a,83f7,8116,False,0,737
a8db,0074,a8db,a8da,False,0,1
0eba,8231,0e2e,0df4,False,0,58
53f8,e400,e380,e381,False,0,-1
5044,c873,4e4e,4e4f,False,0,-1
9151,8200,9191,91b1,False,0,-32
8bca,812d,8c30,8c8b,False,0,-91
ab9b,3197,2f60,2f61,False,0,-1
07d6,c800,c800,c400,False,1,0
9a48,0228,9a37,9a2f,False,0,8
36c6,c048,bede,bedf,False,0,-1
ab7e,348a,3334,3335,False,0,-1
1340,9180,0b00,0b80,False,0,-128
92bd,02d7,9262,9250,False,0,18
bcdc,4c46,4bf0,4bf1,False,0,-1
25b8,0072,25b8,25ba,False,0,-2
85c6,0800,023a,008e,False,0,428
dc00,54a7,d9ac,d9ad,False,0,-1
0062,9851,984e,983f,False,0,15
21d8,0181,21db,21de,False,0,-3
abd9,00cc,abd9,abd8,False,0,1
a1e1,01d4,a1dd,a1db,False,0,2
85f4,0811,022e,008c,False,0,418
9009,05ae,8ea6,8ea7,False,0,-1
a37a,0340,a374,a373,False,0,1
dfea,741b,73f7,73f6,False,0,1
61ad,dbe7,5f66,5f67,False,0,-1
0034,937b,9374,9338,False,0,60
7b80,7a30,7c00,7ed8,False,0,-728
0913,90ba,8eea,8eeb,False,0,-1
8358,2751,274e,274d,False,0,1
a055,0056,a054,a051,False,0,3
809b,2813,2813,2812,False,0,1
01b0,8426,8276,8138,False,0,318
9ed0,0001,9ed0,9ec8,False,0,8
02e2,8492,81b0,8084,False,0,300
10e7,9830,95ec,95ed,False,0,-1
0066,1b91,1b94,1ba3,False,0,-15
0044,06ec,0730,0887,False,-1,681
1b5f,a0fd,9e4a,9e4b,False,0,-1
9986,0248,9974,996d,False,0,7
0010,98a0,98a0,9890,False,0,16
f6b8,fa3a,fc00,fccb,False,0,-203
013a,0b2c,0bc9,0c3d,False,-1,908
8b9e,8342,8ca0,8cb7,False,0,-23
8208,9c40,9c48,9c4c,False,0,-4
e29e,6c65,6b22,6b23,False,0,-1
1ae0,81b4,1ad2,1ac9,False,0,9
54e9,ceb7,5276,5277,False,0,-1
8830,0890,00c0,0200,False,0,-320
5c99,ec01,eb6f,eb6e,False,0,1
81a5,0494,02ef,0306,False,0,-23
1846,96f2,0e68,0f34,False,0,-204
81e9,9d72,9d7a,9d7e,False,0,-4
0250,97d2,97ad,97a0,False,0,13
8564,0936,0508,0684,False,0,-380
9bc7,020e,9bb7,9baf,False,0,8
facb,faa2,fc00,feb6,False,0,-694
9d0e,8000,9d0e,9d16,False,0,-8
0b80,8a1f,02c2,00b0,False,0,530
815c,9bb3,9bbe,9bc8,False,0,-10
0050,8c76,8c62,8bd8,False,1,-886
8d64,103f,0a34,0b1a,False,0,-230
24a0,9d7f,2280,2281,False,0,-1
29bb,02ad,29bc,29bd,False,0,-1
1316,8050,130c,12d1,False,0,59
129a,8361,122e,1224,False,0,10
a7b3,0354,a7b0,a7af,False,0,1
02a1,99bc,99a7,99a1,False,0,6
78e0,77f2,7c00,7c6c,False,0,-108
01ec,040e,05fa,0704,False,0,-266
8268,1be4,1bd1,1bca,False,0,7
01f0,949a,947b,946a,False,0,17
14e5,a03d,9f41,9f40,False,0,1
0362,8088,02da,01b4,False,0,294
0260,8008,0258,00b0,False,0,424
1280,0022,1284,12c2,False,0,-62
3d17,c4fc,c36c,c36d,False,0,-1
1710,96fc,0140,0100,False,0,64
84ed,07c2,02d5,016a,False,0,363
83c6,9b98,9bb6,9bb7,False,0,-1
8180,a18f,a192,a194,False,0,-2
1b9f,9bfc,89d0,88ba,False,0,278
842d,0668,023b,011e,False,0,285
03e2,1876,1895,1896,False,0,-1
4c00,91a2,4c00,4800,False,1,0
b155,3164,1780,14f0,False,0,656
84bb,0000,84bb,815e,False,1,-163
64e7,ec05,e996,e997,False,0,-1
909c,0068,908f,9056,False,0,57
22c8,a2ce,8300,8003,False,0,765
31bf,b84a,b5b4,b5b5,False,0,-1
7b74,7a4a,7c00,7edf,False,0,-735
8445,022d,8218,80ba,False,0,350
b909,312b,b77c,b77d,False,0,-1
f95b,fb7a,fc00,fe6a,False,0,-618
0a17,8b0a,81e6,8398,False,0,-434
0122,1eea,1eef,1ef4,False,0,-5
14e1,8000,14e1,14c1,False,0,32
7b34,77de,7c00,7d92,False,0,-402
85ae,0320,828e,810f,False,0,383
2336,829c,2331,232f,False,0,2
88c1,0c1b,06ea,05ba,False,0,304
214b,83aa,2144,2143,False,0,1
f425,6c7f,f20a,f20b,False,0,-1
0e01,815b,0daa,0d56,False,0,84
0d12,0038,0d20,0d99,False,0,-121
0acd,00f4,0b47,0c05,False,-1,834
019c,856c,83d0,814f,False,0,641
642f,ecd6,eb94,eb95,False,0,-1
03d2,0c0a,0cfe,0d04,False,0,-6
fbca,f322,fc00,fcc9,False,0,-201
818c,8a42,8b08,8ba5,False,0,-157
9812,1363,9472,9473,False,0,-1
81d4,a518,a51a,a51b,False,0,-1
816b,9816,9821,982c,False,0,-11
0898,00d0,0900,09cc,False,0,-204
a513,8179,a514,a516,False,0,-2
03b1,a284,a27d,a27c,False,0,1
7b23,752a,7c00,7cdc,False,0,-220
8072,90d1,90df,9118,False,0,-57
031d,2059,205f,2060,False,0,-1
f058,fbfc,fc00,fc89,False,0,-137
1158,838e,10e6,10df,False,0,7
03ab,0e26,0f11,0f1b,False,0,-10
8dac,0d78,80d0,8280,False,0,-432
03fa,88be,8582,86c0,False,0,-318
2d86,019c,2d86,2d87,False,0,-1
7bdf,7b37,7c00,7f8b,False,0,-907
017f,acbb,acbb,acba,False,0,1
276c,0204,276e,276f,False,0,-1
208d,021f,2091,2093,False,0,-2
07a3,8650,0153,014c,False,0,7
0151,9aa0,9a95,9a8b,False,0,10
89fb,0882,82f2,80bc,False,0,566
1a2c,a800,a73a,a73b,False,0,-1
10b0,8212,106e,104f,False,0,31
8218,22c3,22bf,22bd,False,0,2
005c,1850,1853,1861,False,0,-14
238f,a373,0b00,0838,False,0,712
0050,119f,11a9,11e4,False,0,-59
807e,0321,02a3,0146,False,0,349
20e2,0254,20e7,20e8,False,0,-1
9a3e,1940,8ff0,8ff8,False,0,-8
2223,a234,8840,8822,False,0,30
82f3,8917,8a90,8ad4,False,0,-68
81ce,2435,2433,2432,False,0,1
9377,81c4,93b0,93d3,False,0,-35
03ff,0746,09a2,09a3,False,0,-1
0000,8e83,8e83,8e03,False,0,128
8874,0a95,0442,0621,False,0,-479
8040,296f,296f,296e,False,0,1
83c6,9595,95d1,95d3,False,0,-2
8390,162d,15f4,15f0,False,0,4
0f32,8e98,0268,004d,False,0,539
0058,908a,907f,9044,False,0,59
86d4,0677,805d,81d0,False,0,-371
944c,81b2,9467,947a,False,0,-19
e9eb,7086,6e16,6e17,False,0,-1
197b,a047,9dd0,9dd1,False,0,-1
85a1,0499,8108,8020,False,0,232
9ae2,0000,9ae2,9ad2,False,0,16
8230,9f06,9f0f,9f12,False,0,-3
0024,8a52,8a40,8949,False,0,247
900e,1086,03c0,003c,False,0,900
5c8e,d11d,5bd5,5bd4,False,0,1
012e,2208,220a,220d,False,0,-3
1d30,00b5,1d33,1d39,False,0,-6
8682,076e,00ec,0360,False,0,-628
1002,8c59,0b56,0bab,False,0,-85
08d0,8390,0610,06ec,False,0,-220
7491,7bee,7c00,7d1b,False,0,-283
1717,9776,85f0,845f,False,0,401
80a7,89e4,8a38,8b0e,False,0,-214
0377,1537,156e,1573,False,0,-5
8c84,079f,8938,8939,False,0,-1
82fe,8680,88bf,8900,False,0,-65
0314,02e1,05f5,06fa,False,0,-261
81a5,91d4,9209,922e,False,0,-37
0324,1270,12d4,12e2,False,0,-14
8bbb,0006,8bb8,8aba,False,0,254
0bfc,03f8,0cfc,0cfd,False,0,-1
8ed9,8260,8f71,8fa5,False,0,-52
138a,91bf,0b2c,0b96,False,0,-106
0043,89d0,89ae,88bf,False,0,239
9081,0f55,86b4,84d6,False,0,478
809a,1997,1992,1985,False,0,13
9af2,819f,9aff,9b08,False,0,-9
0394,026c,0600,0700,False,0,-256
0edc,8e1a,0308,0061,False,0,679
0543,8720,81dd,8374,False,0,-407
108e,0290,10e0,10f7,False,0,-23
8221,1fc6,1fbd,1fba,False,0,3
8008,1f67,1f67,1f5f,False,0,8
8864,01ea,86de,86ea,False,0,-12
847e,0445,8039,8320,False,0,-743
0ab8,8646,072a,0795,False,0,-107
1e23,a489,a200,a201,False,0,-1
a80e,206f,a5e4,a5e5,False,0,-1
0bf4,8a03,03e2,00f8,False,0,746
8b37,0163,8a86,89de,False,0,168
82c8,a04d,a053,a054,False,0,-1
08e2,8a2d,8296,80a6,False,0,496
0000,8386,8386,830c,False,0,122
91d5,0142,91ad,9181,False,0,44
0641,844e,01f3,03cc,False,0,-473
2353,8331,234d,234c,False,0,1
83b7,8b10,8c76,8c7f,False,0,-9
0762,8340,0422,01e1,False,1,-447
860b,0a48,0685,0742,False,0,-189
e6cb,6c71,697c,697d,False,0,-1
99e4,01a4,99d7,99cd,False,0,10
9480,083e,93f0,93f1,False,0,-1
0096,97ae,97a5,9789,False,0,28
8001,99cd,99cd,99dd,False,0,-16
1584,9560,0240,0012,False,0,558
64d2,7bde,7c00,7c02,False,0,-2
a24b,838b,a252,a253,False,0,-1
a627,2d60,2bac,2bad,False,0,-1
82ce,201a,2014,2013,False,0,1
a68c,0242,a68a,a689,False,0,1
30e7,b8f5,b776,b777,False,0,-1
01f8,883c,8680,86be,False,0,-62
12bf,9864,9568,9569,False,0,-1
88b8,83c8,8a9c,8aaa,False,0,-14
00c3,983c,9836,9829,False,0,13
f971,fb8b,fc00,fe7e,False,0,-638
9420,14e8,0a40,0990,False,0,176
1b32,014d,1b3c,1b47,False,0,-11
a1b6,8001,a1b6,a1ba,False,0,-4
2492,024e,2494,2495,False,0,-1
2664,8071,2664,2662,False,0,2
011c,08f0,097e,0a37,False,0,-185
0990,805e,0961,0878,False,0,233
2e1a,802e,2e1a,2e19,False,0,1
009f,87f2,8753,85a2,False,0,433
9e9c,1e80,8700,841c,False,0,740
7077,f86b,f69a,f69b,False,0,-1
269b,8358,2698,2697,False,0,1
8171,9e29,9e2f,9e34,False,0,-5
01cb,1370,13a9,13cd,False,0,-36
00c0,a448,a447,a446,False,0,1
1d98,e000,e000,dc00,False,1,0
0000,059e,059e,079e,False,0,-512
1d7e,a880,a7a0,a7a1,False,0,-1
8e2d,0f28,03ec,007e,False,0,878
c62e,5078,4f64,4f65,False,0,-1
8487,04f9,0072,0320,False,0,-686
804e,1619,1614,15f7,False,0,29
02d4,90af,9054,9042,False,0,18
8ce7,801a,8cee,8d6a,False,0,-124
7b80,7692,7c00,7d64,False,0,-356
1460,92cf,0bc4,09f1,False,0,467
1f1e,02d0,1f29,1f2c,False,0,-3
81da,9c2c,9c33,9c38,False,0,-5
30ea,a7f6,2fd6,2fd7,False,0,-1
0030,1f2a,1f2b,1f32,False,0,-7
a474,008e,a473,a472,False,0,1
9ff5,8215,9ffd,a001,False,-1,1020
2e33,b4cb,b27c,b27d,False,0,-1
0728,0245,08b6,0925,False,0,-111
9a05,004c,9a03,99f4,False,0,15
8257,9c05,9c0e,9c12,False,0,-4
8ae0,82e8,8c2a,8c4d,False,0,-35
82e3,a38d,a393,a394,False,0,-1
0617,8864,82b1,80ac,False,0,517
8330,8c6e,8d3a,8d54,False,0,-26
02b0,8408,8158,8180,False,0,-40
02ef,988b,9874,986f,False,0,5
89c6,0bb5,03de,00f8,False,0,742
0084,8eea,8ec9,8e5a,False,0,111
982a,80bc,9830,983d,False,0,-13
9000,0a7b,8cc2,8cc3,False,0,-1
80b0,9f87,9f8a,9f90,False,0,-6
0191,a298,a295,a292,False,0,3
f0a7,7885,76b6,76b7,False,0,-1
5872,ec06,ebc5,ebc4,False,0,1
8171,0a08,0950,08ac,False,0,164
11cc,9368,8a70,8b38,False,0,-200
f913,fb66,fc00,fe3c,False,0,-572
8ee9,0e51,8260,804c,False,0,532
02a4,1a76,1a8b,1a91,False,0,-6
02f2,17c4,17f3,17fc,False,0,-9
c464,3b5d,c2f1,c2f0,False,0,1
832e,9ce8,9cf5,9cf6,False,0,-1
00fb,878f,8694,8512,False,0,386
8300,0fea,0f2a,0f0a,False,0,32
82b6,0ab2,0957,0904,False,0,83
017a,80f7,0083,0018,False,0,107
1c3c,978b,18b2,18b3,False,0,-1
8214,1ffb,1ff3,1fef,False,0,4
002e,98ef,98ee,98de,False,0,16
8240,041b,01db,03d8,False,0,-509
82b2,90cc,9122,9137,False,0,-21
8010,2315,2315,2311,False,0,4
922e,805c,923a,9274,False,0,-58
8214,a4e9,a4eb,a4ec,False,0,-1
8c16,01ed,8b36,8ab0,False,0,134
84ae,067e,01d0,0340,False,0,-368
01cb,09e8,0ace,0b5b,False,0,-141
90f8,004c,90ee,90b3,False,0,59
0000,90ac,90ac,906c,False,0,64
7745,7b74,7c00,7d8b,False,0,-395
4e9b,d478,d1a2,d1a3,False,0,-1
860e,108d,0f96,0f97,False,0,-1
00f8,88cc,8850,878e,False,1,-830
0957,886d,01d4,0350,False,0,-380
82af,137b,1325,1310,False,0,21
9f13,8366,9f21,9f22,False,0,-1
add5,38b0,37eb,37ea,False,0,1
026e,0400,066e,0737,False,0,-201
f34c,fab7,fc00,fc45,False,0,-69
955b,145d,8bf0,89fc,False,0,500
1c15,b006,afcb,afca,False,0,1
f106,fbcb,fc00,fc86,False,0,-134
1715,a0d4,9fe3,9fe2,False,0,1
01a1,0570,0711,0820,False,-1,753
078f,01fa,08c4,0946,False,0,-130
0108,89c0,893c,887e,False,0,190
8319,8a1b,8ba8,8be1,False,0,-57
0394,1ed3,1ee1,1ee2,False,0,-1
7bfe,63c3,7c00,7c0f,False,0,-15
87d6,0144,8692,8534,False,0,350
1cc8,0364,1cd6,1cd7,False,0,-1
9801,18d0,0e78,0f3c,False,0,-196
09e0,8394,0816,07fb,False,1,-997
8f80,81de,8ff8,901e,False,-1,986
8341,8bbd,8caf,8cc7,False,0,-24
0cb9,9022,8b16,8b8b,False,0,-117
29dd,8000,29dd,29dc,False,0,1
8210,8fd6,902d,904c,False,0,-31
9495,81a4,94af,94c2,False,0,-19
15f3,01ca,1610,1621,False,0,-17
088c,8855,006e,02e0,False,0,-626
694d,7bff,7c00,7c2a,False,0,-42
1076,9082,8060,8200,False,0,-416
817e,887f,893e,89de,False,0,-160
8961,0890,81a2,8288,False,0,-230
9938,2c18,2bdc,2bdd,False,0,-1
2796,b098,af4a,af4b,False,0,-1
fbe3,f7a0,fc00,fdda,False,0,-474
9d9c,1d59,8c30,8d0c,False,0,-220
1174,8fc0,0a50,0b28,False,0,-216
93de,0194,93ac,9385,False,0,39
0e5a,0001,0e5a,0eda,False,0,-128
0065,a434,a434,a432,False,0,2
84e1,0853,03c5,00f1,False,0,724
0026,a0f5,a0f5,a0f1,False,0,4
827c,1662,163a,162e,False,0,12
fb7f,f1f2,fc00,fc7e,False,0,-126
15bc,dc00,dc00,d800,False,1,0
03b8,97ed,97b2,97af,False,0,3
f2a7,7929,76fe,76ff,False,0,-1
025c,2569,256b,256c,False,0,-1
83b0,1a68,1a4a,1a49,False,0,1
473c,d466,d3e4,d3e5,False,0,-1
2762,8200,2760,275f,False,0,1
820e,1842,1832,182a,False,0,8
9dc1,8370,9dcf,9dd0,False,0,-1
ec55,614d,eb57,eb56,False,0,1
8d00,839f,8de8,8df4,False,0,-12
a52a,8158,a52b,a52d,False,0,-2
9a30,0370,9a14,9a12,False,0,2
62da,f019,ef57,ef56,False,0,1
80b4,141a,140f,13e8,False,1,-985
8191,89c0,8a88,8b24,False,0,-156
8380,0a16,0856,0836,False,0,32
0eb4,024d,0f47,0f7e,False,0,-55
1aaa,0300,1ac2,1ac6,False,0,-4
7651,7a16,7c00,7c9f,False,0,-159
9397,02de,933b,9329,False,0,18
8520,801b,853b,872e,False,0,-499
fbff,d596,fc00,fc01,False,0,-1
3bf4,cc3c,cbf9,cbf8,False,0,1
b924,500d,4ff1,4ff0,False,0,1
0278,95cf,95a8,959b,False,0,13
a970,2932,97c0,97e0,False,0,-32
01d4,0410,05e4,06fa,False,0,-278
609d,ec36,eb45,eb44,False,0,1
80ac,97d4,97df,97f9,False,0,-26
8354,94a2,94d7,94dd,False,0,-6
02e9,9311,92b4,92a2,False,0,18
ca6b,5052,4d6e,4d6f,False,0,-1
781e,7a6c,7c00,7d45,False,0,-325
2a60,80b2,2a60,2a5f,False,0,1
0208,8127,00e1,0308,False,0,-551
86e3,0dad,0be8,0be9,False,0,-1
7ab1,7b01,7c00,7ed9,False,0,-729
fbd8,e9d3,fc00,fc1b,False,0,-27
93e5,1c0c,1a1f,1a1e,False,0,1
8e37,2008,1fad,1fac,False,0,1
81a8,1b24,1b17,1b0d,False,0,10
8113,a611,a612,a614,False,0,-2
3880,ade6,3786,3787,False,0,-1
93df,0294,938c,9376,False,0,22
c45e,3bbe,c2cc,c2cd,False,0,-1
15d8,83c0,159c,159a,False,0,2
0501,01ac,06ad,07d7,False,0,-298
0178,04fb,0673,07b7,False,0,-324
7a72,73a4,7c00,7c2e,False,0,-46
8ec6,02e4,8e0d,8dea,False,0,35
1504,9526,8220,8011,False,0,527
76d8,7b86,7c00,7d79,False,0,-377
0250,9e35,9e2c,9e28,False,0,4
094b,8062,091a,0832,False,0,232
8c4f,00f9,8c11,8b60,False,1,-847
2b96,0001,2b96,2b97,False,0,-1
110b,a010,9f7f,9f7e,False,0,1
0a9f,8340,08ff,08cf,False,0,48
19e3,0148,19ed,19f8,False,0,-11
1e93,802d,1e92,1e8b,False,0,7
8001,0503,0502,0181,False,1,-127
838e,4000,4000,3c00,False,1,0
830b,0001,830a,8214,False,0,246
33fe,bc0e,ba1c,ba1d,False,0,-1
023c,0bb0,0c67,0ca0,False,0,-57
c233,485d,45a0,45a1,False,0,-1
01a6,954e,9534,9521,False,0,19
a41c,163b,a371,a370,False,0,1
fba7,e9f0,fc00,fc03,False,0,-3
0334,22a8,22ae,22af,False,0,-1
d128,4aaf,cef8,cef9,False,0,-1
8618,07ca,01b2,02c8,False,0,-278
96ee,01c0,96d2,96c0,False,0,18
014d,958d,9578,9563,False,0,21
0001,03bf,03c0,05e0,False,-1,480
2184,027a,2189,218a,False,0,-1
fb12,f467,fc00,fca3,False,0,-163
c41e,3ebb,c0de,c0df,False,0,-1
9c8c,82fc,9c98,9c9a,False,0,-2
f0cf,7862,765c,765d,False,0,-1
2475,b064,afab,afaa,False,0,1
a472,2494,1040,1110,False,0,-208
7bfa,66d8,7c00,7c18,False,0,-24
13a4,0145,13cd,13f8,False,0,-43
8a44,07ca,84be,865f,False,0,-417
7b04,78b5,7c00,7ddc,False,0,-476
79d8,77ce,7c00,7ce0,False,0,-224
7bff,68e8,7c00,7c27,False,0,-39
4c04,bf2c,4b22,4b23,False,0,-1
0621,0024,0645,081a,False,-1,555
0098,a9b3,a9b3,a9b2,False,0,1
029d,1e4d,1e57,1e5a,False,0,-3
f584,6f53,f35e,f35f,False,0,-1
5468,c9ad,5365,5364,False,0,1
d000,191e,d000,cc00,False,1,0
017a,8c85,8c26,8bac,False,1,-902
8086,0c1a,0bf1,0b13,False,0,222
11a0,0155,11cb,11f5,False,0,-42
1056,9112,85e0,84bc,False,0,292
922f,817c,925e,9287,False,0,-41
d405,4233,d3a7,d3a6,False,0,1
0a40,8bc0,8300,80c0,False,0,576
8c08,80c4,8c39,8ca0,False,0,-103
a1ce,0164,a1cb,a1c9,False,0,2
c61f,4d55,4b9a,4b9b,False,0,-1
5cda,d477,5b78,5b79,False,0,-1
81e1,94a2,94c0,94d1,False,0,-17
86ba,0872,022a,008a,False,0,416
83e8,07ba,03d2,01e3,False,0,495
9f83,80e0,9f86,9f8d,False,0,-7
24b0,9be6,2366,2367,False,0,-1
0de0,8fbb,876c,85db,False,0,401
1b9b,81c2,1b8d,1b84,False,0,9
8b57,80ec,8bcd,8c49,False,-1,900
8237,1ae0,1ace,1ac7,False,0,7
8298,2198,2193,2191,False,0,2
98bc,01da,98ad,98a5,False,0,8
8124,ad5a,ad5a,ad5b,False,0,-1
b5b3,3c5a,39da,39db,False,0,-1
0386,10f5,1166,116d,False,0,-7
90f9,0963,8f40,8f41,False,0,-1
82b4,9ef1,9efc,9efe,False,0,-2
f42f,6ec7,f0fa,f0fb,False,0,-1
a00c,81f8,a010,a012,False,0,-2
7bb7,7434,7c00,7ce8,False,0,-232
005a,9efa,9ef9,9ef1,False,0,8
29d2,a9de,8e00,8c30,False,0,464
8168,91cd,91fa,9224,False,0,-42
1566,9490,0ab0,09ac,False,0,260
f79b,fa0d,fc00,fced,False,0,-237
0162,1d48,1d4e,1d53,False,0,-5
02ce,879a,84cc,8433,False,0,153
8388,9104,9175,917c,False,0,-7
15bc,0331,15ef,15f6,False,0,-7
8114,1fba,1fb6,1fb0,False,0,6
016b,10c6,10f3,111d,False,0,-42
ea6c,fba0,fc00,fc03,False,0,-3
99a9,8364,99c4,99c7,False,0,-3
